label,summary,paragraph
"1","08年中国发生各类事故413752起 死亡91172人","中新社北京一月十六日电(记者 刘育英)中国国家安全生产监督管理总局局长骆琳十六日说，二00八年共发生各类事故四十一万三千七百五十二起，死亡九万一千一百七十二人。"
"1","08年中国民生问题调查:食品安全状况最令人担忧","民生问题是本届政府关注的重点，近几年来，在劳动就业、收入分配、社会保障、教育、医疗、住房、环境保护等领域，我国加快了保障和改善民生步伐，一系列相关社会政策付诸实施，使人民群众得到了实惠，对改善民生和促进社会稳定发挥了重要作用。那么，具体成果如何呢？请看本次调查的几点结论。"
"4","08年中国海关税收净入库9161.1亿 创历史新高","海关总署14日发布的数字显示，2008年全国海关税收净入库9161.1亿元，比2007年多收1576.4亿元，增长20.8%，创历史新高。"
"3","08年十大国际军事新闻：中国军舰赴索马里上榜","本报编辑部在对2008年国际军事新闻进行梳理后，约请知名国际问题专家共同评选出2008年度十大国际军事新闻。它们是(以时间先后为序)：一、美军用导弹击落一颗失控间谍卫星；二、塔利班频繁袭击导致五千余人死亡；三、朝鲜按协议炸毁宁边核设施冷却塔；四、美国与捷克波兰签署反导基地协议；五、格鲁吉亚俄罗斯两国发生武装冲突；六、俄罗斯积极在西半球显示军事存在；七、印度孟买遭遇大规模连环恐怖袭击；八、美国同意3年内从伊拉克撤出驻军；九、中国军舰赴亚丁湾索马里海域护航；十、以色列空军对加沙实施大规模空袭。"
"4","08年基金净值缩水1.3万亿元 偏股型基金很受伤","伴随着一份期待和一份失落，基金2008年成绩单如期出炉。正如之前的预料，在过去的2008年，基金净值缩水尚在预期之中，不过，等到具体数据出炉才发现，缩水的幅度还真是有点出乎意外。来自银河证券的统计数据显示，截至2008年12月31日，464只基金资产净值总规模 (不包括QDII基金)为1.89万亿元，相比去年同期净值规模下降了近1.3万亿元，缩水幅度达到惊人的40.7%。不过，固定收益产品的“异军突起”，也算是给一片颓势的基金市场带来些许亮色。"
"4","08年基金排名难免尴尬 股基前3甲赢了大盘亏了钱","08年A股市场经历了极为惨烈的单边下挫，全年65.38%的跌幅导致基金资产也随之空前缩水，正所谓倾巢之下难有完卵。虽然基民赚钱的希望最终成为泡影，但2006年以来形成的基金排名热，似乎并没有因为2008年的大熊市行情而降温，反而有升温之势，在经过了前三名近两个月的贴身肉搏之后，伴随着2008年最后一个交易日结束，基金的排名也终于落定。最终泰达荷银成长笑到最后，但热闹之余，在这场冠军之争中，全年超过30%的亏损恐怕有些苦中作乐的尴尬。"
"4","08年太原能源消费总量首次实现下降","实施工业产业转型，淘汰落后产能……太原市经济委员会今日通报情况显示，三年来，太原市工业产业结构调整初见成效，其中2008年全市能源消费总量首次实现同比下降。"
"6","08年娱乐圈七大门:艳照门最震惊 奶粉门最愤怒","二月二十一日，涉及艺人不雅照片的陈冠希在事件后首次在香港会见新闻界，交代事件。     中新社发 武仲林 摄"
"6","08年娱乐圈很完整  ""艳照门""开始""结婚门""收尾？","2008年以陈冠希的艳照门开始，以倪震的结婚门收尾。在被爆出丑事后，倪震一句“我比陈冠希还坏”的忏悔令艳照门的影响力在岁末成功收官。可以预见的是，在相当长一段时间内，艳照门将持续余震。"
"4","09中国新能源国际论坛暨太阳能展览会将在蓉举行","中新网成都8月31日电 (记者杨杰) 由成都市政府、联合国开发计划署和中国可再生能源学会主办，以“太阳能产业的机遇与挑战”为主题的2009中国(成都)新能源国际论坛暨太阳能展览会将于9月3—6日在成都世纪城新国际会展中心举行。"
"6","""09中国最美50人""揭晓 孙红雷海清凭什么""最美""？","经过近半月的网络投票推选，“2009中国最美50人”评选近日尘埃落定。范冰冰、孙红雷和李宇春三大年度娱乐热门人物分列“最美50人”的前三名。海清、韩寒、胡军、黄渤、周迅、李冰冰、曾轶可、赵薇、黄晓明、王学圻、朱丹和张翰等人也榜上有名。对于这份号称代表“时代审美取向”的榜单，网友大多不以为然，争议较大，有网友质疑“2009最美50人”比的根本不是谁美，是谁最“红”。"
"7","09中超大猜想：大连步辽足后尘 联赛再次""裸奔""?","随着今天中超年度颁奖典礼的举行和中超全明星义赛的上演，2008中超联赛正式曲终人散。展望2009年，由于中国各级国字号球队基本没有重大的国际比赛，因此明年中超联赛将成为中国足球的当然主角。明年中超会有哪些变化？本报试对此做些猜想。"
"7","09中超最佳提前曝光：卡巴雷罗MVP 唐尧东最佳","在经过中超16支球队主帅及5家媒体投票初选、足协领导审批后，2009赛季中超各项最佳获奖名单浮出水面。足协联赛部人士昨晚证实：“亚泰外援卡巴雷罗获得最佳球员称号，建业主帅唐尧东是最佳教练。”"
"7","09中超球员遭罚全记录：罚款总额已达17.5万","到目前为止，本赛季中超对违规违纪球员的处罚场次达到31场，罚款总额17.5万元。"
"7","09中超盈利分红遇困境 广药成足令足协难办","750箱啤酒、1台新款打印机、150万元，这是15家中超俱乐部从中超公司得到的2008赛季“分红”，2009赛季分红又有几多？一位俱乐部总经理昨天(28日)说，“今年中超回暖，我听说效益不错，估计分红数目远高于150万。”中超今年铁定盈利，但具体分红方案却是难题，因为广药、成足的涉赌已经让中超严重蒙羞，两家俱乐部也很可能面临各种重罚，公司的分红能否冲抵行业管理部分的罚金？中国足协恐须三思。"
"5","09书市动向:青春文学不悲伤 儿童小说很美好","惯看少年才子为赋新词而“悲伤逆流成河”，常见半大孩子跟着哈利·波特疯游魔法世界，所以当记者在2009北京图书订货会上看到打出“写真正的青春”旗号的“星小说”青春文学系列和以“在轻松中净化孩子心灵”为主旨的“轻幻想”童书系列时，着实感到了惊喜的变化，但不知这股清新明净之风能否成为潮流。"
"7","09亚冠全亚洲围剿日本 中超四强高投入国安1.5亿","3月10日，2009年亚冠联赛战幕开启，这是亚冠扩军以来的首届比赛，也是中国足球2009年最大看点。鲁能、泰达、国安和申花，将以全所未有的投入来征战亚洲赛场。从夺冠赔率分析，09亚冠呈现出“全亚洲围剿日本”的态势，四支日本参赛队雄霸夺冠赔率榜前四把交椅：鹿岛鹿角1赔5.5，大阪钢巴1赔7.5，川崎前锋1赔8，名古屋鲸八1赔10；李玮锋所在水原三星1赔11列亚洲第五。而国安和鲁能1赔15同排第8，申花第14，泰达第19。"
"6","09亚姐总决赛：佳丽着天使装示人 穿""黄金甲""跳舞","前晚，2009年亚洲小姐竞选总决赛在香港落下帷幕。来自中国安徽的15号选手许莹夺得冠军，代表中国港澳特区的2号王希瑶以及代表中国台湾的17号许嘉慧分获亚、季军。许莹和6号盛安、16号王津津、18号刘伊心都是赛前的大热，结果后三人都三甲不入，算是爆了一个小小的冷门。准决赛被批“情色”后，前晚的决赛尺度收敛了许多，虽然也有性感的透视装和泳装表演，但没有再拿选手的身材来作为比赛焦点。"
"6","09亚姐陷“洗澡门” 全裸入浴照网上疯传(组图)","中新网10月13日电 近日，网路流传一段全裸入浴自拍的影片，入镜的女主角据传是2009年亚洲小姐广西赛区选手罗曼绮。今年24岁的罗曼绮是广西赛区颇受瞩目选手，她最后夺下了赛事的“最具人气奖”。"
"7","09亚足联大奖：远藤保仁最佳球员 中国获安慰奖","中新网11月25日电 北京时间昨晚，2009亚足联颁奖晚会在马来西亚首都吉隆坡举行。最终韩国国家队摘得年度亚洲最佳国家队，日本U19女足获得年度最佳女子国家队，亚洲最佳球员由日本国脚远藤保仁获得。此外，来自中国的裁判员张玲玲获得09亚洲最佳助理裁判(女)奖。"
"7","09以色列先生出炉 个个身体健壮肌肉发达(组图)","由国际健美联合会以色列分会筹办，一年一度的“以色列先生”锦标赛在海法举行，来自以色列各地的60名选手参加了此次比赛。"
"7","09体坛牛人榜：孙悦领衔85一代 菲尔普斯本命年","牛这个属相，似乎天生就要比其他的听起来更有气势。我们形容年轻气盛可以说“初生牛犊不怕虎”，形容老骥伏枥可以说“俯首甘为孺子牛”。炒股的希望能一直牛市常红，做生意的希望能牛气冲天。就算是普通人，也喜欢别人竖起大拇指夸一句“你真牛！”而作为运动员来说，如果能被称为“牛人”，那几乎就是最高程度的赞美了。"
"6","09全美音乐奖颁奖 Lady GaGa烧钢琴扮裸体抢镜","全美音乐奖红毯 蕾哈娜最耀眼妮可成""半脸美人"""
"4","09十大猜想:楼市跌势难改 沪指徘徊1300-2600点","又一个春天拉开希望的序幕。在对过去一年的涨跌得失、酸甜苦辣进行盘点之后，我们再次梳理经济发展的脉络，对2009年经济形势展开预测。"
"6","“09华姐”出炉 曾志伟""长短脚舞""现场搞笑(图)","前晚，香港无线和佛山电视台联合主办的2009国际中华小姐竞选落下帷幕。曾志伟、罗嘉良、古巨基以及郑嘉颖、黄宗泽等一众艺人出席了赛事。当晚主持人曾志伟还和上届冠季军朱璇、徐萌表演“长短腿之舞”，扮演好色男人的曾志伟以滑稽的舞步笑翻全场，不过曾志伟对自己的表现却很满意，“我就负责搞气氛嘛，勇气加分啦”。"
"6","09华姐将华美登场 宋祖英领衔众星""拍板""桂冠得主","中新网10月29日电 由凤凰卫视主办“2009中华小姐环球大赛”总决赛将于10月31日晚在上海国际体操中心华美登场。12位来自世界各地的智美华人女性将角逐今年的华姐三甲，加冕价值百万的钻石桂冠。凤凰卫视主持人沈星、窦文涛、胡一虎、尉迟琳嘉将联袂主持。"
"6","09华姐移师广州 ""陈鲁豫""联袂""许戈辉""艳惊四座","中新网8月11日电 北京、西安两大赛区的海选相继落幕后，近日， “2009中华小姐环球大赛”移师广州进行了为期两天的选拔。8月10日复赛当天，经过泳装展示、演讲问答、才艺比拼三个环节的激烈角逐，盛丰韵、李沁影2名选手脱颖而出，直接晋级“华姐夏令营”。同时，盛丰韵还当场被广东科学中心聘为“科普形象大使”，成为华南赛区的“双料冠军”。此外，现场还有8名选手获得了待定资格：张乐、李丽君、周宙、朱阳默、王伊琳、董琳娜、王丽敏、黄欢。"
"6","09华姐西安赛区海选落幕 佳丽李若凝晋级(图)","中新网7月22日电 继北京赛区后，由凤凰卫视主办的“2009中华小姐环球大赛”西安赛区的海选于7月21日圆满落幕。经过泳装、才艺展示和问答环节的激烈角逐，凭借骄人的综合素质及浓郁的古典气质，西安选手李若凝获得晋级资格，她将与北京赛区的4名晋级选手田桐、温雅、杨文杏、刘倩一同参加随后的“华姐夏令营”集训。此外，朱小雨、王冲、崔欣、王舒婷、毛佳、涂枣儿6位选手获得了待定资格。"
"5","09华语文学传媒大奖揭晓 韩寒文字深度不够落选","昨日下午，在三岔湖花岛举行的第八届华语文学传媒大奖颁奖典礼上，各个奖项一一揭晓。备受关注的“年度杰出作家”，不出意料被此前夺魁呼声最高的苏童获得。张翎则凭借反映海外华工百年沧桑的小说《金山》获得年度小说家奖，成为获此奖项的首位海外华人作家。此外，朵渔、张承志、郜元宝、笛安分别获得年度诗人、散文家、文学批评家以及新人奖。"
"6","09卖座影片排行榜 《非诚勿扰》3.25亿夺冠","近日，国家广电总局发展研究中心发布一份《2009年中国广播电影电视发展报告》，这份被称为“广电蓝皮书”的报告指出，去年全国故事片产量达到406部，再次创下历史新高。"
"6","09国际中华小姐竞选揭晓 冠军想在娱乐圈发展(图)","中新网1月18日电  据香港明报报道，《2009国际中华小姐竞选》17日晚在佛山举行，苟芸慧大热胜出，成为今届华姐冠军，而香港代表陈倩扬可谓不负所托，同时获得亚军及“友谊小姐”，成绩不俗。季军则落在陈娜良子手上，“青春小姐”由林玉春夺得，赛果正常。"
"6","09好莱坞大片入账百亿 票房巅峰年“变2”立功","2009年岁末，40部大片拥挤贺岁档，中国电影市场一片繁荣。而在大洋彼岸，好莱坞也在攀登电影票房的新高度。据路透社报道，今年的美国国内年度票房不仅打破了2007年创造的96.8亿美元纪录，更将史无前例地跨越百亿美元的大关。"
"6","09娱乐圈大预言：贝克汉姆被绑架 皮特朱莉分手","2009年娱乐圈大预言"
"6","09娱乐圈悲喜闹剧 天王陨落玉女消失明星不差钱","全世界嚷嚷着节能减排，为地球降温的时候，大小明星们却正忙活着为年底的娱乐圈烧上最后一把火。圣诞节赚钱，贺岁片抢钱，娱乐上市圈钱，不能升温那就不叫娱乐圈了。回首09娱乐圈，喧嚣依旧，纷争依旧。明星们婚了生了离了，明星们毒了别了演了，一出出悲喜闹剧交替上演，每场戏码必闹得满城风絮。"
"6","09娱乐圈流行""传说""：刘德华躲猫猫王菲回家吃饭","2009年行将过去，这一年在网络上形成了许多流行度极高的网络热词。当我们盘点2009娱乐大事时，发现不是杯具就是躲猫猫，娱乐圈与网络热词第一次结合得如此紧密。"
"6","09娱乐圈运程预测：汤唯起运 章子怡犯太岁(图)","这一次，我们请来堪舆学大师麦玲玲开讲流年运程，并且独家奉上2009娱乐圈人事大预测！今日预测与日后事实无论相离或相合，都将成为列位看官未来一年里的共同见证，谈资与感慨。"
"4","09届毕业生调查显示：收入越低 离职越频繁","麦可思昨天发布的“2009届大学毕业生‘职场新人’月度跟踪调查”显示，2009届大学毕业生的每月节余平均约为600元，跳槽的职场新人中首要的原因是薪资福利偏低。"
"4","09年1-2月份社会消费品零售总额实际增速较快","中新网3月16日电 商务部新闻发言人姚坚今日称，国家统计局数据显示，今年1到2月份，社会消费品零售总额比去年同期回落5个百分点，但实际增速还是较快的。"
"1","09年1月上旬将可查询公务员笔试成绩 可短信查询","中新网11月18日电 人力资源社会保障部副部长、国家公务员局副局长杨士秋今天做客中国政府网谈公务员招考。杨士秋介绍，2009年1月上旬，考生可以查询成绩。为避免去年网络发生拥堵的问题，今年，考生还可通过手机短信等方式查询。"
"4","09年6月企业商品价格环比上升0.1% 油价涨3.6%","中新网7月17日电 据中国央行最新发布的2009年6月份企业商品价格变动情况显示，2009年6月份，企业商品价格环比上升0.1%，同比下降8%；1-6月，较上年同期下降6.6%。其中，成品油价格环比上升3.6%，同比下降7.8%。"
"4","09年A股能否走出低谷 专家析称：有望出现反转","中新网1月7日电 据中央电视台消息，告别的了牛市灰飞烟灭的2008年，2009年A股市场能否走出低谷，展开新一轮行情呢？对此，专家分析称，2009年A股有望出现反转。"
"4","09年R&D总经费达5802.1亿 与发达国家仍有差距","据中国之声《新闻和报纸摘要》报道，国家统计局、科技部、发改委等多部委联合发布了《第二次全国科学研究与试验发展资源清查公报》。"
"6","09年TVB月历推出 五位当红""阿姐""穿唐装拜年(图)","2009年TVB月历日前推出。TVB邀请了星级化妆师担任艺人月历的艺术总监，著名摄影师负责摄影。其中2月的月历最为引人注目，关菊英、商天娥、李司棋、薛家燕、米雪五位当红的“阿姐”穿上中式唐装给大家拜年，富贵气的衣饰衬上简洁的红色背景，节日喜庆感十足。"
"4","09年一月A股盘点：节前风景独好、节后或更精彩","中新网1月27日电(蓝玉贵)元旦以来，全球股市萎靡不振，中国A股却成为万众瞩目的“一点红”，以“八连阳”收官一月，走出了一段独立行情。对此，有市场人士甚至乐观地表示，A股平稳之势已经很明显，相信节后的行情会更加精彩。"
"1","09年上半年中国2.2亿人(次)受灾 损失391.4亿","中新网7月13日电 近日，经国家民政部会同国土资源部、水利部、农业部、国家统计局、国家林业局、中国地震局、中国气象局和国家海洋局等部门核定，2009年上半年中国受灾人口 2.2亿人(次)，因灾死亡384人(含森林火灾致死35人)，失踪24人，紧急转移人口121.3万人；农作物受灾面积35024.7千公顷；倒塌房屋 19.9万间；因灾直接经济损失391.4亿元。"
"1","09年上半年全国公安共有737名民警被停职","中新网7月13日电 公安部日前召开督察委员会2009年度第二次全体会议，会议透露，今年上半年，全国公安警务督察部门共决定对737名违纪民警停止执行职务，对544名违纪民警采取禁闭措施。"
"4","09年世界500强落榜公司名单:AIG、联想集团入选","中新网7月9日电 美国《财富》杂志8日公布了最新的世界企业500强排名。受益于去年的高油价，荷兰皇家壳牌石油公司在2008年的收入达到4580亿美元，一举取代沃尔玛成为500强“老大”，这也是自1996年以来，第一家非美国公司登上世界500强排行榜首位。但也有不少企业由于种种原因跌出世界500强的竞争，比如美国AIG公司和中国的联想集团。以下为2009年世界500强落榜公司名单："
"3","09年世界森林状况:经济危机对森林管理造成压力","中新网3月17日电 粮农组织3月16日发表了《2009年世界森林状况》报告。报告指出，从短期来看，当前的全球经济危机正在对林业以及森林管理造成巨大影响。"
"4","09年中国保费收入首破万亿 险企总资产超四万亿","中新社北京一月二十一日电(记者 翁阳)记者从二十一日此间举行的保险业情况通报会上获悉，二00九年中国保费收入首次突破一万亿元人民币，达到一万一千一百三十七点三亿元，同比增长百分之十三点八，保险公司总资产更突破四万亿元。"
"4","09年中国建行和美国银行战略协助工作正式启动","中新网北京1月16日(记者 于晶波)新年伊始，31位美国银行专家抵达北京，开展对建设银行战略协助第4个年头的工作。1月15日，2009年中国建设银行和美国银行战略协助项目启动仪式在京举行，建设银行董事长郭树清和美国银行战略协助主管莫林•麦坎(Maureen Macan)女士出席了晚宴。这标志着2009年中国建设银行和美国银行战略协助工作正式启动。"
"5","09年中国影视节目出口再创新高 超过1万小时","越来越多的中国影视节目走出国门，成为世界了解中国文化的窗口。今天，记者从国家广播电影电视总局在杭州召开的“影视文化产品和服务出口工作表彰暨座谈会”上获悉，2009年，我国各类影视节目出口超过1万小时。"
"4","09年中国机械工业总产值首次跃上十万亿元台阶","中新社北京一月二十七日电(记者闫晓虹) 中国机械工业联合会今日透露，二00九年全年机械工业增加值比上年约增长一成四，总产值首次跃上十万亿元的新台阶，达到了十点七五万亿元，比上年增长约一成六。"
"1","09年中国法院审结的国家赔偿案件金额共3406.8万","中新网3月11日电 最高人民法院院长王胜俊3日下午透露，2009年在审结的国家赔偿案件中，决定赔偿的案件为450件，赔偿金额为3406.8万元。"
"4","09年中央财政支持中小企业发展专项基金达96亿元","中新网9月3日电，工业和信息化部总工程师、新闻发言人朱宏任接受中国政府网专访时表示，2009年中央财政支持中小企业发展专项基金增到96亿元 。"
